Câu hỏi,ID,Instruction,Normal Input,Latex Input,Topic,Dạng bài,Data_Source,Answer_type(Text/Number),Synthetic_type,Response,Answer
4_2_28c,469,Hãy giải giúp tôi bài sau:,"Một khu rừng có diện tích lớn, điều tra ngẫu nhiên 31 ô (mỗi ô 0,1 ha): thể tích gỗ trung bình mỗi ô 10,2 m³ và sai số tiêu chuẩn 1,45 m³; giả thiết X tuân theo chuẩn; số liệu năm trước: 15 m³. Với mức ý nghĩa 5% có thể kết luận thể tích gỗ trung bình của khu rừng giảm đi không?","Một khu rừng có diện tích lớn, điều tra ngẫu nhiên $31$ ô (mỗi ô $0.1$ ha), thể tích gỗ trung bình mỗi ô $10.2$ m$^3$ và sai số tiêu chuẩn $1.45$ m$^3$, giả thiết $X$ tuân theo chuẩn, số liệu năm trước $15$ m$^3$. Với mức ý nghĩa $5\%$ có thể kết luận thể tích gỗ trung bình của khu rừng giảm đi không?",Xác suất cơ bản,CĐ4-05,Bank,Text,None,"/buoc1: Giả thuyết $H_1: a < 15$; $W_\alpha = (-\infty; -1.645)$
/buoc2: Tiêu chuẩn kiểm định: $U = \frac{(\bar{x} - a_0)\sqrt{n}}{S'} \sim N(0, 1)$
/buoc3: $U_{qs} = -18.43$ thuộc $W_\alpha \rightarrow$ chấp nhận $H_1$
/ketluan: Kết luận: Khẳng định trên là đúng
/dapan: Khẳng định trên là đúng",Khẳng định trên là đúng
4_2_29a,470,Hãy giải giúp tôi bài sau:,"Bột mì đóng bao bằng máy tự động, trọng lượng theo quy định 16 kg. Lấy ngẫu nhiên 35 bao: trung bình 16,6 kg; độ lệch hiệu chỉnh 1 kg; X tuân theo chuẩn; có 7 bao có trọng lượng > 17 kg. Hãy ước lượng tỷ lệ bao bột mì có trọng lượng > 17 kg với độ tin cậy 90%.","Bột mì đóng bao bằng máy tự động, trọng lượng theo quy định $16$ kg. Lấy ngẫu nhiên $35$ bao, trung bình $16.6$ kg, độ lệch hiệu chỉnh $1$ kg, $X$ tuân theo chuẩn, có $7$ bao có trọng lượng $> 17$ kg. Hãy ước lượng tỷ lệ bao bột mì có trọng lượng $> 17$ kg với độ tin cậy $90\%$.",Xác suất cơ bản,CĐ4-04,Bank,Number,None,"/buoc1: $Z = \frac{(f - P)\sqrt{n}}{\sqrt{f(1 - f)}} \sim N(0, 1)$
/buoc2: $P \in (f - \varepsilon; f + \varepsilon)$ với $\varepsilon = u_{\alpha/2} \sqrt{\frac{f(1 - f)}{n}}$
/buoc3: $f = m/n = 0.2; \gamma = 90\% \rightarrow u_{\alpha/2} = 1.645$
/ketluan: Vậy $P \in (0.2 - 0.111; 0.2 + 0.111) = (0.089; 0.311)$
/dapan: $(0.089; 0.311)$",$(0.089; 0.311)$
4_2_29b,471,Hãy giải giúp tôi bài sau:,"Bột mì đóng bao bằng máy tự động, trọng lượng theo quy định 16 kg. Lấy ngẫu nhiên 35 bao: trung bình 16,6 kg; độ lệch hiệu chỉnh 1 kg; X tuân theo chuẩn. Nếu muốn độ chính xác khi ước lượng trọng lượng trung bình là 0,5 kg thì độ tin cậy đạt được là bao nhiêu?","Bột mì đóng bao bằng máy tự động, trọng lượng theo quy định $16$ kg. Lấy ngẫu nhiên $35$ bao, trung bình $16.6$ kg, độ lệch hiệu chỉnh $1$ kg, $X$ tuân theo chuẩn. Nếu muốn độ chính xác khi ước lượng trọng lượng trung bình là $0.5$ kg thì độ tin cậy đạt được là bao nhiêu?",Xác suất cơ bản,CĐ4-01,Bank,Number,None,"/buoc1: Có $\varepsilon = u_{\alpha/2} \cdot \frac{S'}{\sqrt{n}}$
/buoc2: Suy ra $u_{\alpha/2} = \frac{\varepsilon\sqrt{n}}{S'}$
/buoc3: $\varepsilon = 0.5; n = 35; S' = 1 \rightarrow u_{\alpha/2} = 2.96$
/ketluan: Tra bảng phụ lục $\rightarrow \alpha/2 = 0.0015 \rightarrow \gamma = 0.997$
/dapan: $0.997$",$0.997$
4_2_29c,472,Hãy giải giúp tôi bài sau:,"Bột mì đóng bao bằng máy tự động, trọng lượng theo quy định 16 kg. Lấy ngẫu nhiên 35 bao: trung bình 16,6 kg; độ lệch hiệu chỉnh 1 kg; X tuân theo chuẩn. Với mức ý nghĩa 5%, có cần dừng máy để điều chỉnh không (biết rằng nếu máy đóng bao với trọng lượng không đúng quy định thì phải điều chỉnh)?","Bột mì đóng bao bằng máy tự động, trọng lượng theo quy định $16$ kg. Lấy ngẫu nhiên $35$ bao, trung bình $16.6$ kg, độ lệch hiệu chỉnh $1$ kg, $X$ tuân theo chuẩn. Với mức ý nghĩa $5\%$, có cần dừng máy để điều chỉnh không (biết rằng nếu máy đóng bao với trọng lượng không đúng quy định thì phải điều chỉnh)?",Xác suất cơ bản,CĐ4-05,Bank,Text,None,"/buoc1: Giả thuyết $H_1: a \neq 16$; $W_\alpha = (-\infty; -1.96) \cup (1.96; +\infty)$
/buoc2: Tiêu chuẩn kiểm định: $U = \frac{(\bar{x} - a_0)\sqrt{n}}{S'} \sim N(0, 1)$
/buoc3: $U_{qs} = 3.55$ thuộc $W_\alpha \rightarrow$ chấp nhận $H_1$
/ketluan: Kết luận: Cần dừng máy để điều chỉnh
/dapan: Cần dừng máy để điều chỉnh",Cần dừng máy để điều chỉnh
4_2_30a,473,Hãy giải giúp tôi bài sau:,"Theo dõi mức tiêu hao nhiên liệu của xe bus X chạy 100 km: số chuyến 35; mức tiêu hao trung bình 18,5 lít; độ lệch hiệu chỉnh 2,15; có 7 chuyến có mức tiêu hao > 20 lít; lượng tiêu hao tuân theo chuẩn. Hãy ước lượng mức tiêu hao trung bình với độ tin cậy 95%.","Theo dõi mức tiêu hao nhiên liệu của xe bus X chạy $100$ km, số chuyến $35$, mức tiêu hao trung bình $18.5$ lít, độ lệch hiệu chỉnh $2.15$, có $7$ chuyến có mức tiêu hao $> 20$ lít, lượng tiêu hao tuân theo chuẩn. Hãy ước lượng mức tiêu hao trung bình với độ tin cậy $95\%$.",Xác suất cơ bản,CĐ4-03,Bank,Number,None,"/buoc1: $Z = \frac{(\bar{x}-a)\sqrt{n}}{S'} \sim N(0,1)$
/buoc2: $a \in (\bar{x}-\varepsilon; \bar{x}+\varepsilon)$ với $\varepsilon = u_{\alpha/2} \frac{S'}{\sqrt{n}}$
/buoc3: $\gamma = 95\% \rightarrow u_{\alpha/2} = 1.96$
/ketluan: Vậy $a \in (18.5 - 0.71; 18.5 + 0.71) = (17.79; 19.21)$
/dapan: $(17.79; 19.21)$",$(17.79; 19.21)$
4_2_30b,474,Hãy giải giúp tôi bài sau:,"Theo dõi mức tiêu hao nhiên liệu của xe bus X chạy 100 km: số chuyến 35; mức tiêu hao trung bình 18,5 lít; độ lệch hiệu chỉnh 2,15; có 7 chuyến có mức tiêu hao > 20 lít; lượng tiêu hao tuân theo chuẩn. Nếu muốn ước lượng mức tiêu hao trung bình với độ chính xác 0,68 thì độ tin cậy là bao nhiêu?","Theo dõi mức tiêu hao nhiên liệu của xe bus X chạy $100$ km, số chuyến $35$, mức tiêu hao trung bình $18.5$ lít, độ lệch hiệu chỉnh $2.15$, có $7$ chuyến có mức tiêu hao $> 20$ lít, lượng tiêu hao tuân theo chuẩn. Nếu muốn ước lượng mức tiêu hao trung bình với độ chính xác $0.68$ thì độ tin cậy là bao nhiêu?",Xác suất cơ bản,CĐ4-01,Bank,Number,None,"/buoc1: Có $\varepsilon = u_{\alpha/2} \cdot \frac{S'}{\sqrt{n}}$
/buoc2: Suy ra $u_{\alpha/2} = \frac{\varepsilon\sqrt{n}}{S'}$
/buoc3: $\varepsilon = 0.68; n = 35; S' = 2.15 \rightarrow u_{\alpha/2} = 1.87$
/ketluan: Tra bảng phụ lục $\rightarrow \alpha/2 = 0.0307 \rightarrow \gamma = 0.9386$
/dapan: $0.9386$",$0.9386$
4_2_30c,475,Hãy giải giúp tôi bài sau:,"Theo dõi mức tiêu hao nhiên liệu của xe bus X chạy 100 km: số chuyến 35; mức tiêu hao trung bình 18,5 lít; độ lệch hiệu chỉnh 2,15; có 7 chuyến có mức tiêu hao > 20 lít; lượng tiêu hao tuân theo chuẩn. Xe có mức tiêu hao > 20 lít là xe cần kiểm tra kỹ thuật; hãy ước lượng tỷ lệ xe cần kiểm tra kỹ thuật với độ tin cậy 99%.","Theo dõi mức tiêu hao nhiên liệu của xe bus X chạy $100$ km, số chuyến $35$, mức tiêu hao trung bình $18.5$ lít, độ lệch hiệu chỉnh $2.15$, có $7$ chuyến có mức tiêu hao $> 20$ lít, lượng tiêu hao tuân theo chuẩn. Xe có mức tiêu hao $> 20$ lít là xe cần kiểm tra kỹ thuật, hãy ước lượng tỷ lệ xe cần kiểm tra kỹ thuật với độ tin cậy $99\%$.",Xác suất cơ bản,CĐ4-04,Bank,Number,None,"/buoc1: $Z = \frac{(f - P)\sqrt{n}}{\sqrt{f(1 - f)}} \sim N(0, 1)$
/buoc2: $P \in (f - \varepsilon; f + \varepsilon)$ với $\varepsilon = u_{\alpha/2} \sqrt{\frac{f(1 - f)}{n}}$
/buoc3: $f = m/n = 0.2; \gamma = 99\% \rightarrow u_{\alpha/2} = 2.575$
/ketluan: Vậy $P \in (0.2 - 0.174; 0.2 + 0.174) = (0.026; 0.374)$
/dapan: $(0.026; 0.374)$",$(0.026; 0.374)$
4_2_31a,476,Hãy giải giúp tôi bài sau:,"Khảo sát trọng lượng (kg) của giống bò nuôi lấy thịt mới nhập ở nông trường A sau 8 tháng nuôi: cỡ mẫu 40 con; trọng lượng trung bình 165 kg; độ lệch hiệu chỉnh 6,5 kg; có 30 con có trọng lượng > 160 kg được coi là đạt chuẩn; giả sử trọng lượng tuân theo chuẩn. Hãy ước lượng trọng lượng trung bình với độ tin cậy 90%.",Khảo sát trọng lượng (kg) của giống bò nuôi lấy thịt mới nhập ở nông trường A sau $8$ tháng nuôi: cỡ mẫu $40$ con; trọng lượng trung bình $165$ kg; độ lệch hiệu chỉnh $6.5$ kg; có $30$ con có trọng lượng $> 160$ kg được coi là đạt chuẩn; giả sử trọng lượng tuân theo phân phối chuẩn. Hãy ước lượng trọng lượng trung bình với độ tin cậy $90\%$.,Xác suất cơ bản,CĐ4-03,Bank,Number,None,"/buoc1: $Z = \frac{(\bar{x}-a)\sqrt{n}}{S'} \sim N(0,1)$
/buoc2: $a \in (\bar{x}-\varepsilon; \bar{x}+\varepsilon)$ với $\varepsilon = u_{\alpha/2} \frac{S'}{\sqrt{n}}$
/buoc3: $\gamma = 90\% \rightarrow u_{\alpha/2} = 1.645$
/ketluan: Vậy $a \in (165 - 1.69; 165 + 1.69) = (163.31; 166.69)$
/dapan: $(163.31; 166.69)$",$(163.31; 166.69)$
4_2_31b,477,Hãy giải giúp tôi bài sau:,"Khảo sát trọng lượng (kg) của giống bò nuôi lấy thịt mới nhập ở nông trường A sau 8 tháng nuôi: cỡ mẫu 40 con; trọng lượng trung bình 165 kg; độ lệch hiệu chỉnh 6,5 kg; có 30 con có trọng lượng > 160 kg đạt chuẩn; giả sử trọng lượng tuân theo chuẩn. Hãy ước lượng tỷ lệ bò đạt chuẩn với độ tin cậy 93%.",Khảo sát trọng lượng (kg) của giống bò nuôi lấy thịt mới nhập ở nông trường A sau $8$ tháng nuôi: cỡ mẫu $40$ con; trọng lượng trung bình $165$ kg; độ lệch hiệu chỉnh $6.5$ kg; có $30$ con có trọng lượng $> 160$ kg đạt chuẩn; giả sử trọng lượng tuân theo phân phối chuẩn. Hãy ước lượng tỷ lệ bò đạt chuẩn với độ tin cậy $93\%$.,Xác suất cơ bản,CĐ4-04,Bank,Number,None,"/buoc1: $Z = \frac{(f - P)\sqrt{n}}{\sqrt{f(1 - f)}} \sim N(0, 1)$
/buoc2: $P \in (f - \varepsilon; f + \varepsilon)$ với $\varepsilon = u_{\alpha/2} \sqrt{\frac{f(1 - f)}{n}}$
/buoc3: $f = m/n = 0.75; \gamma = 93\% \rightarrow u_{\alpha/2} = 1.81$
/ketluan: Vậy $P \in (0.75 - 0.124; 0.75 + 0.124) = (0.626; 0.874)$
/dapan: $(0.626; 0.874)$",$(0.626; 0.874)$
4_2_31c,478,Hãy giải giúp tôi bài sau:,"Khảo sát trọng lượng (kg) của giống bò nuôi lấy thịt mới nhập ở nông trường A sau 8 tháng nuôi: cỡ mẫu 40 con; trọng lượng trung bình 165 kg; độ lệch hiệu chỉnh 6,5 kg; có 30 con đạt chuẩn; giả sử trọng lượng tuân theo chuẩn. Để ước lượng trọng lượng trung bình với độ tin cậy 95% và độ chính xác 1,5 kg thì cần khảo sát thêm bao nhiêu con nữa?",Khảo sát trọng lượng (kg) của giống bò nuôi lấy thịt mới nhập ở nông trường A sau $8$ tháng nuôi: cỡ mẫu $40$ con; trọng lượng trung bình $165$ kg; độ lệch hiệu chỉnh $6.5$ kg; có $30$ con đạt chuẩn; giả sử trọng lượng tuân theo phân phối chuẩn. Để ước lượng trọng lượng trung bình với độ tin cậy $95\%$ và độ chính xác $1.5$ kg thì cần khảo sát thêm bao nhiêu con nữa?,Xác suất cơ bản,CĐ4-02,Bank,Number,None,"/buoc1: Ta có $\varepsilon_o = u_{\alpha/2} \frac{S'}{\sqrt{n'}} \rightarrow n' = \frac{u_{\alpha/2}^2 \cdot S'^2}{\varepsilon^2}$
/buoc2: $\gamma = 95\% \rightarrow u_{\alpha/2} = 1.96$
/buoc3: Suy ra $n' = 73$
/ketluan: Vậy cần khảo sát thêm $73 - 40 = 33$ con bò nữa
/dapan: $33$",$33$
4_2_32a,479,Hãy giải giúp tôi bài sau:,"Chiều cao cây sưa đỏ sau 6 tuần tuổi là BNN theo chuẩn. Điều tra 70 cây: chiều cao trung bình 32,5 cm; độ lệch hiệu chỉnh 2,56 cm; có 14 cây cao dưới 25 cm được coi là chậm phát triển. Hãy ước lượng chiều cao trung bình với độ tin cậy 90%.",Chiều cao cây sưa đỏ sau $6$ tuần tuổi là BNN theo phân phối chuẩn. Điều tra $70$ cây: chiều cao trung bình $32.5$ cm; độ lệch hiệu chỉnh $2.56$ cm; có $14$ cây cao dưới $25$ cm được coi là chậm phát triển. Hãy ước lượng chiều cao trung bình với độ tin cậy $90\%$.,Xác suất cơ bản,CĐ4-03,Bank,Number,None,"/buoc1: $Z = \frac{(\bar{x}-a)\sqrt{n}}{S'} \sim N(0,1)$
/buoc2: $a \in (\bar{x}-\varepsilon; \bar{x}+\varepsilon)$ với $\varepsilon = u_{\alpha/2} \frac{S'}{\sqrt{n}}$
/buoc3: $\gamma = 90\% \rightarrow u_{\alpha/2} = 1.645$
/ketluan: Vậy $a \in (32.5 - 0.503; 32.5 + 0.503) = (31.997; 33.003)$
/dapan: $(31.997; 33.003)$",$(31.997; 33.003)$
4_2_32b,480,Hãy giải giúp tôi bài sau:,"Chiều cao cây sưa đỏ sau 6 tuần tuổi là BNN theo chuẩn. Điều tra 70 cây: chiều cao trung bình 32,5 cm; độ lệch hiệu chỉnh 2,56 cm; có 14 cây chậm phát triển. Để ước lượng chiều cao trung bình với yêu cầu độ chính xác 0,6 cm thì độ tin cậy bằng bao nhiêu?",Chiều cao cây sưa đỏ sau $6$ tuần tuổi là BNN theo phân phối chuẩn. Điều tra $70$ cây: chiều cao trung bình $32.5$ cm; độ lệch hiệu chỉnh $2.56$ cm; có $14$ cây chậm phát triển. Để ước lượng chiều cao trung bình với yêu cầu độ chính xác $0.6$ cm thì độ tin cậy bằng bao nhiêu?,Xác suất cơ bản,CĐ4-01,Bank,Number,None,"/buoc1: Có $\varepsilon = u_{\alpha/2} \cdot \frac{S'}{\sqrt{n}}$
/buoc2: Suy ra $u_{\alpha/2} = \frac{\varepsilon\sqrt{n}}{S'}$
/buoc3: $\varepsilon = 0.6; n = 70; S' = 2.56 \rightarrow u_{\alpha/2} = 1.96$
/ketluan: Tra bảng phụ lục $\rightarrow \alpha/2 = 0.025 \rightarrow \gamma = 0.95$
/dapan: $0.95$",$0.95$
4_2_32c,481,Hãy giải giúp tôi bài sau:,"Chiều cao cây sưa đỏ sau 6 tuần tuổi là BNN theo chuẩn. Điều tra 70 cây: chiều cao trung bình 32,5 cm; độ lệch hiệu chỉnh 2,56 cm; có 14 cây cao dưới 25 cm chậm phát triển. Hãy ước lượng tỷ lệ cây chậm phát triển với độ tin cậy 95%.",Chiều cao cây sưa đỏ sau $6$ tuần tuổi là BNN theo phân phối chuẩn. Điều tra $70$ cây: chiều cao trung bình $32.5$ cm; độ lệch hiệu chỉnh $2.56$ cm; có $14$ cây cao dưới $25$ cm chậm phát triển. Hãy ước lượng tỷ lệ cây chậm phát triển với độ tin cậy $95\%$.,Xác suất cơ bản,CĐ4-04,Bank,Number,None,"/buoc1: $Z = \frac{(f - P)\sqrt{n}}{\sqrt{f(1 - f)}} \sim N(0, 1)$
/buoc2: $P \in (f - \varepsilon; f + \varepsilon)$ với $\varepsilon = u_{\alpha/2} \sqrt{\frac{f(1 - f)}{n}}$
/buoc3: $f = m/n = 0.2; \gamma = 95\% \rightarrow u_{\alpha/2} = 1.96$
/ketluan: Vậy $P \in (0.2 - 0.094; 0.2 + 0.094) = (0.106; 0.294)$
/dapan: $(0.106; 0.294)$",$(0.106; 0.294)$
4_2_33a,482,Hãy giải giúp tôi bài sau:,Điều tra ngẫu nhiên 1000 người ở địa phương A thấy có 300 người hút thuốc lá. Hãy ước lượng tỷ lệ hút thuốc lá của địa phương A với độ tin cậy 97%.,Điều tra ngẫu nhiên $1000$ người ở địa phương A thấy có $300$ người hút thuốc lá. Hãy ước lượng tỷ lệ hút thuốc lá của địa phương A với độ tin cậy $97\%$.,Xác suất cơ bản,CĐ4-04,Bank,Number,None,"/buoc1: $Z = \frac{(f - P)\sqrt{n}}{\sqrt{f(1 - f)}} \sim N(0, 1)$
/buoc2: $P \in (f - \varepsilon; f + \varepsilon)$ với $\varepsilon = u_{\alpha/2} \sqrt{\frac{f(1 - f)}{n}}$
/buoc3: $f = m/n = 0.3; \gamma = 97\% \rightarrow u_{\alpha/2} = 2.17$
/ketluan: Vậy $P \in (0.3 - 0.031; 0.3 + 0.031) = (0.269; 0.331)$
/dapan: $(0.269; 0.331)$",$(0.269; 0.331)$
4_2_33b,483,Hãy giải giúp tôi bài sau:,Điều tra ngẫu nhiên 1000 người ở địa phương A thấy có 300 người hút thuốc lá. Xác định độ tin cậy của ước lượng tỷ lệ hút thuốc nếu sai số cho phép là 4%.,Điều tra ngẫu nhiên $1000$ người ở địa phương A thấy có $300$ người hút thuốc lá. Xác định độ tin cậy của ước lượng tỷ lệ hút thuốc nếu sai số cho phép là $4\%$.,Xác suất cơ bản,CĐ4-01,Bank,Number,None,"/buoc1: Có $\varepsilon = u_{\alpha/2} \sqrt{\frac{f(1 - f)}{n}}$
/buoc2: Suy ra $u_{\alpha/2} = \frac{\varepsilon\sqrt{n}}{\sqrt{f(1 - f)}}$
/buoc3: $\varepsilon = 0.04; n = 1000; f = 0.3 \rightarrow u_{\alpha/2} = 2.76$
/ketluan: Tra bảng phụ lục $\rightarrow \alpha/2 = 0.0029 \rightarrow \gamma = 0.9942$
/dapan: $0.9942$",$0.9942$
4_2_33c,484,Hãy giải giúp tôi bài sau:,Điều tra ngẫu nhiên 1000 người ở địa phương A thấy có 300 người hút thuốc lá. Nếu muốn độ tin cậy 93% và độ chính xác 5% thì cần phải điều tra bao nhiêu người?,Điều tra ngẫu nhiên $1000$ người ở địa phương A thấy có $300$ người hút thuốc lá. Nếu muốn độ tin cậy $93\%$ và độ chính xác $5\%$ thì cần phải điều tra bao nhiêu người?,Xác suất cơ bản,CĐ4-02,Bank,Number,None,"/buoc1: Ta có $\varepsilon_o = u_{\alpha/2} \sqrt{\frac{f(1 - f)}{n'}} \rightarrow n' = \frac{u_{\alpha/2}^2 \cdot f(1 - f)}{\varepsilon^2}$
/buoc2: $\gamma = 93\% \rightarrow u_{\alpha/2} = 1.81$
/buoc3: $f = 0.3; \varepsilon = 0.05 \rightarrow n' = 276$
/ketluan: Vậy cần điều tra 276 người
/dapan: $276$",$276$
4_2_34a,485,Hãy giải giúp tôi bài sau:,"Kiểm tra 35 bao thức ăn gia súc ở một cơ sở chế biến: trọng lượng trung bình 54,5 kg; độ lệch chuẩn hiệu chỉnh 2 kg. Hãy ước lượng trọng lượng trung bình 1 bao với độ tin cậy 90%.",Kiểm tra $35$ bao thức ăn gia súc ở một cơ sở chế biến: trọng lượng trung bình $54.5$ kg; độ lệch chuẩn hiệu chỉnh $2$ kg. Hãy ước lượng trọng lượng trung bình $1$ bao với độ tin cậy $90\%$.,Xác suất cơ bản,CĐ4-03,Bank,Number,None,"/buoc1: $Z = \frac{(\bar{x}-a)\sqrt{n}}{S'} \sim N(0,1)$
/buoc2: $a \in (\bar{x}-\varepsilon; \bar{x}+\varepsilon)$ với $\varepsilon = u_{\alpha/2} \frac{S'}{\sqrt{n}}$
/buoc3: $\gamma = 90\% \rightarrow u_{\alpha/2} = 1.645$
/ketluan: Vậy $a \in (54.5 - 0.556; 54.5 + 0.556) = (53.944; 55.056)$
/dapan: $(53.944; 55.056)$",$(53.944; 55.056)$
4_2_34b,486,Hãy giải giúp tôi bài sau:,"Kiểm tra 35 bao thức ăn gia súc ở một cơ sở chế biến: trọng lượng trung bình 54,5 kg; độ lệch chuẩn hiệu chỉnh 2 kg. Khi ước lượng trọng lượng trung bình 1 bao với sai số 0,5 kg và độ tin cậy 93% thì phải kiểm tra bao nhiêu bao?",Kiểm tra $35$ bao thức ăn gia súc ở một cơ sở chế biến: trọng lượng trung bình $54.5$ kg; độ lệch chuẩn hiệu chỉnh $2$ kg. Khi ước lượng trọng lượng trung bình $1$ bao với sai số $0.5$ kg và độ tin cậy $93\%$ thì phải kiểm tra bao nhiêu bao?,Xác suất cơ bản,CĐ4-02,Bank,Number,None,"/buoc1: Ta có $\varepsilon_o = u_{\alpha/2} \frac{S'}{\sqrt{n'}} \rightarrow n' = \frac{u_{\alpha/2}^2 \cdot S'^2}{\varepsilon^2}$
/buoc2: $\gamma = 93\% \rightarrow u_{\alpha/2} = 1.81$
/buoc3: $\varepsilon = 0.5 \rightarrow n' = 53$
/ketluan: Vậy cần kiểm tra 53 bao thức ăn
/dapan: $53$",$53$
4_2_34c,487,Hãy giải giúp tôi bài sau:,"Kiểm tra 35 bao thức ăn gia súc ở một cơ sở chế biến: trọng lượng trung bình 54,5 kg; độ lệch chuẩn hiệu chỉnh 2 kg; cơ sở niêm yết 55 kg. Với mức ý nghĩa 5%, liệu có thể kết luận các bao bị đóng thiếu hay không?","Kiểm tra $35$ bao thức ăn gia súc ở một cơ sở chế biến: trọng lượng trung bình $54.5$ kg; độ lệch chuẩn hiệu chỉnh $2$ kg; cơ sở niêm yết $55$ kg. Với mức ý nghĩa $5\%$, liệu có thể kết luận các bao bị đóng thiếu hay không?",Xác suất cơ bản,CĐ4-05,Bank,Text,None,"/buoc1: Giả thuyết $H_1: a < 55$; $W_\alpha = (-\infty; -1.645)$
/buoc2: Tiêu chuẩn kiểm định: $U = \frac{(\bar{x} - a_0)\sqrt{n}}{S'} \sim N(0, 1)$
/buoc3: $U_{qs} = -1.48$ không thuộc $W_\alpha \rightarrow$ chấp nhận $H_0$
/ketluan: Kết luận: Máy đóng không bị thiếu
/dapan: Máy đóng không bị thiếu",Máy đóng không bị thiếu
